era,set_name,abbreviation,group_id,productId,name,cleanName,number,rarity,cardType,hp,stage,subTypeName,marketPrice,lowPrice,midPrice,pokebulb_price
Scarlet & Violet,SV: White Flare,WHT,24326,642426,Patrat (Poke Ball Pattern),Patrat Poke Ball Pattern,072/086,Common,Colorless,60,Basic,Holofoil,0.41,0.18,0.43,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642185,Patrat,Patrat,072/086,Common,Colorless,60,Basic,Normal,0.1,0.01,0.14,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642185,Patrat,Patrat,072/086,Common,Colorless,60,Basic,Reverse Holofoil,0.2,0.02,0.22,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642355,Watchog (Master Ball Pattern),Watchog Master Ball Pattern,073/086,Uncommon,Colorless,90,Stage 1,Holofoil,9.98,8.6,12.0,11.0
Scarlet & Violet,SV: White Flare,WHT,24326,642427,Watchog (Poke Ball Pattern),Watchog Poke Ball Pattern,073/086,Uncommon,Colorless,90,Stage 1,Holofoil,0.46,0.25,0.49,1.0
Scarlet & Violet,SV: White Flare,WHT,24326,642186,Watchog,Watchog,073/086,Uncommon,Colorless,90,Stage 1,Normal,0.07,0.01,0.14,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642186,Watchog,Watchog,073/086,Uncommon,Colorless,90,Stage 1,Reverse Holofoil,0.2,0.07,0.2,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642356,Lillipup (Master Ball Pattern),Lillipup Master Ball Pattern,074/086,Common,Colorless,60,Basic,Holofoil,1.96,1.39,2.56,2.5
Scarlet & Violet,SV: White Flare,WHT,24326,642428,Lillipup (Poke Ball Pattern),Lillipup Poke Ball Pattern,074/086,Common,Colorless,60,Basic,Holofoil,0.3,0.05,0.3,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642187,Lillipup,Lillipup,074/086,Common,Colorless,60,Basic,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642187,Lillipup,Lillipup,074/086,Common,Colorless,60,Basic,Reverse Holofoil,0.21,0.01,0.2,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642357,Herdier (Master Ball Pattern),Herdier Master Ball Pattern,075/086,Common,Colorless,90,Stage 1,Holofoil,16.5,40.0,65.5,18.5
Scarlet & Violet,SV: White Flare,WHT,24326,642429,Herdier (Poke Ball Pattern),Herdier Poke Ball Pattern,075/086,Common,Colorless,90,Stage 1,Holofoil,0.41,0.2,0.45,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642188,Herdier,Herdier,075/086,Common,Colorless,90,Stage 1,Normal,0.09,0.01,0.15,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642188,Herdier,Herdier,075/086,Common,Colorless,90,Stage 1,Reverse Holofoil,0.16,0.02,0.2,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642358,Stoutland (Master Ball Pattern),Stoutland Master Ball Pattern,076/086,Uncommon,Colorless,160,Stage 2,Holofoil,10.22,6.36,11.66,11.5
Scarlet & Violet,SV: White Flare,WHT,24326,642430,Stoutland (Poke Ball Pattern),Stoutland Poke Ball Pattern,076/086,Uncommon,Colorless,160,Stage 2,Holofoil,0.49,0.27,0.57,1.0
Scarlet & Violet,SV: White Flare,WHT,24326,642189,Stoutland,Stoutland,076/086,Uncommon,Colorless,160,Stage 2,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642189,Stoutland,Stoutland,076/086,Uncommon,Colorless,160,Stage 2,Reverse Holofoil,0.25,0.05,0.26,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642190,Bouffalant ex,Bouffalant ex,077/086,Double Rare,Colorless,220,Basic,Holofoil,0.48,0.2,0.75,1.0
Scarlet & Violet,SV: White Flare,WHT,24326,642193,Tornadus,Tornadus,078/086,Rare,Colorless,120,Basic,Holofoil,0.12,0.01,0.15,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642361,Tornadus (Master Ball Pattern),Tornadus Master Ball Pattern,078/086,Rare,Colorless,120,Basic,Holofoil,7.86,7.26,8.45,9.0
Scarlet & Violet,SV: White Flare,WHT,24326,642433,Tornadus (Poke Ball Pattern),Tornadus Poke Ball Pattern,078/086,Rare,Colorless,120,Basic,Holofoil,0.44,0.25,0.5,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642193,Tornadus,Tornadus,078/086,Rare,Colorless,120,Basic,Reverse Holofoil,0.19,0.05,0.21,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,645192,Antique Plume Fossil (Poke Ball Pattern),Antique Plume Fossil Poke Ball Pattern,079/086,Common,Trainer - Item,,,Holofoil,0.32,0.15,0.4,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642196,Antique Plume Fossil,Antique Plume Fossil,079/086,Common,Trainer - Item,,,Normal,0.12,0.01,0.15,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642196,Antique Plume Fossil,Antique Plume Fossil,079/086,Common,Trainer - Item,,,Reverse Holofoil,0.22,0.01,0.21,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642434,Brave Bangle (Poke Ball Pattern),Brave Bangle Poke Ball Pattern,080/086,Uncommon,Trainer - Pokémon Tool,,,Holofoil,2.93,1.33,2.88,3.5
Scarlet & Violet,SV: White Flare,WHT,24326,642197,Brave Bangle,Brave Bangle,080/086,Uncommon,,,,Normal,0.27,0.18,0.35,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642197,Brave Bangle,Brave Bangle,080/086,Uncommon,,,,Reverse Holofoil,0.41,0.25,0.45,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,645196,Cheren (Poke Ball Pattern),Cheren Poke Ball Pattern,081/086,Uncommon,Trainer - Supporter,,,Holofoil,0.34,0.15,0.4,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642199,Cheren,Cheren,081/086,Uncommon,Trainer - Supporter,,,Normal,0.17,0.01,0.18,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642199,Cheren,Cheren,081/086,Uncommon,Trainer - Supporter,,,Reverse Holofoil,0.25,0.05,0.25,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,644831,Energy Retrieval (Poke Ball Pattern),Energy Retrieval Poke Ball Pattern,082/086,Uncommon,Trainer - Item,,,Holofoil,0.59,0.28,0.8,1.0
Scarlet & Violet,SV: White Flare,WHT,24326,642194,Energy Retrieval,Energy Retrieval,082/086,Uncommon,Trainer - Item,,,Normal,0.17,0.02,0.2,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642194,Energy Retrieval,Energy Retrieval,082/086,Uncommon,Trainer - Item,,,Reverse Holofoil,0.25,0.1,0.26,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,645195,Harlequin (Poke Ball Pattern),Harlequin Poke Ball Pattern,083/086,Uncommon,Trainer - Supporter,,,Holofoil,0.38,0.25,0.46,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642198,Harlequin,Harlequin,083/086,Uncommon,Trainer - Supporter,,,Normal,0.16,0.01,0.17,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642198,Harlequin,Harlequin,083/086,Uncommon,Trainer - Supporter,,,Reverse Holofoil,0.27,0.05,0.27,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,645189,Hilda (Poke Ball Pattern),Hilda Poke Ball Pattern,084/086,Uncommon,Trainer - Supporter,,,Holofoil,3.27,1.75,3.27,4.0
Scarlet & Violet,SV: White Flare,WHT,24326,642200,Hilda,Hilda,084/086,Uncommon,Trainer - Supporter,,,Normal,2.35,1.7,2.4,3.0
Scarlet & Violet,SV: White Flare,WHT,24326,642200,Hilda,Hilda,084/086,Uncommon,Trainer - Supporter,,,Reverse Holofoil,2.51,1.82,2.72,3.0
Scarlet & Violet,SV: White Flare,WHT,24326,645190,Tool Scrapper (Poke Ball Pattern),Tool Scrapper Poke Ball Pattern,085/086,Uncommon,Trainer - Item,,,Holofoil,0.53,0.19,0.6,1.0
Scarlet & Violet,SV: White Flare,WHT,24326,642195,Tool Scrapper,Tool Scrapper,085/086,Uncommon,Trainer - Item,,,Normal,0.2,0.01,0.22,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642195,Tool Scrapper,Tool Scrapper,085/086,Uncommon,Trainer - Item,,,Reverse Holofoil,0.32,0.09,0.33,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,644832,Ignition Energy (Poke Ball Pattern),Ignition Energy Poke Ball Pattern,086/086,Uncommon,Special Energy,,,Holofoil,0.88,0.75,1.0,1.0
Scarlet & Violet,SV: White Flare,WHT,24326,642201,Ignition Energy,Ignition Energy,086/086,Uncommon,,,,Normal,0.28,0.01,0.36,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642201,Ignition Energy,Ignition Energy,086/086,Uncommon,,,,Reverse Holofoil,0.4,0.2,0.4,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,642202,Sewaddle - 087/086,Sewaddle 087 086,087/086,Illustration Rare,Grass,50,Basic,Holofoil,15.64,12.75,19.99,17.5
Scarlet & Violet,SV: White Flare,WHT,24326,642203,Swadloon - 088/086,Swadloon 088 086,088/086,Illustration Rare,Grass,80,Stage 1,Holofoil,8.1,7.61,9.51,9.0
Scarlet & Violet,SV: White Flare,WHT,24326,642204,Leavanny - 089/086,Leavanny 089 086,089/086,Illustration Rare,Grass,130,Stage 2,Holofoil,34.49,44.97,49.25,38.0
Scarlet & Violet,SV: White Flare,WHT,24326,642205,Cottonee - 090/086,Cottonee 090 086,090/086,Illustration Rare,Grass,60,Basic,Holofoil,7.4,6.6,8.25,8.5
Scarlet & Violet,SV: White Flare,WHT,24326,642206,Deerling - 091/086,Deerling 091 086,091/086,Illustration Rare,Grass,70,Basic,Holofoil,18.5,19.5,24.58,20.5
Scarlet & Violet,SV: White Flare,WHT,24326,642207,Sawsbuck - 092/086,Sawsbuck 092 086,092/086,Illustration Rare,Grass,130,Stage 1,Holofoil,39.08,37.99,41.37,43.0
Scarlet & Violet,SV: White Flare,WHT,24326,642208,Shelmet - 093/086,Shelmet 093 086,093/086,Illustration Rare,Grass,60,Basic,Holofoil,5.18,4.0,5.54,6.0
Scarlet & Violet,SV: White Flare,WHT,24326,642209,Accelgor - 094/086,Accelgor 094 086,094/086,Illustration Rare,Grass,100,Stage 1,Holofoil,12.16,11.0,14.0,13.5
Scarlet & Violet,SV: White Flare,WHT,24326,642210,Virizion - 095/086,Virizion 095 086,095/086,Illustration Rare,Grass,120,Basic,Holofoil,27.39,24.97,31.45,30.5
Scarlet & Violet,SV: White Flare,WHT,24326,642211,Tepig - 096/086,Tepig 096 086,096/086,Illustration Rare,Fire,70,Basic,Holofoil,22.41,21.99,26.0,25.0
Scarlet & Violet,SV: White Flare,WHT,24326,642212,Pignite - 097/086,Pignite 097 086,097/086,Illustration Rare,Fire,110,Stage 1,Holofoil,10.58,9.0,12.49,12.0
Scarlet & Violet,SV: White Flare,WHT,24326,642213,Emboar - 098/086,Emboar 098 086,098/086,Illustration Rare,Fire,180,Stage 2,Holofoil,40.74,38.0,49.34,45.0
Scarlet & Violet,SV: White Flare,WHT,24326,642214,Pansear - 099/086,Pansear 099 086,099/086,Illustration Rare,Fire,70,Basic,Holofoil,10.51,9.28,12.06,12.0
Scarlet & Violet,SV: White Flare,WHT,24326,642215,Simisear - 100/086,Simisear 100 086,100/086,Illustration Rare,Fire,100,Stage 1,Holofoil,15.64,16.7,20.0,17.5
Scarlet & Violet,SV: White Flare,WHT,24326,642549,Litwick - 101/086,Litwick 101 086,101/086,Illustration Rare,Fire,60,Basic,Holofoil,19.01,15.0,20.2,21.0
Scarlet & Violet,SV: White Flare,WHT,24326,642550,Lampent - 102/086,Lampent 102 086,102/086,Illustration Rare,Fire,80,Stage 1,Holofoil,12.44,10.0,14.96,14.0
Scarlet & Violet,SV: White Flare,WHT,24326,642551,Chandelure - 103/086,Chandelure 103 086,103/086,Illustration Rare,Fire,150,,Holofoil,62.73,63.0,66.13,69.5
Scarlet & Violet,SV: White Flare,WHT,24326,642216,Heatmor - 104/086,Heatmor 104 086,104/086,Illustration Rare,Fire,120,Basic,Holofoil,5.72,4.25,6.5,6.5
Scarlet & Violet,SV: White Flare,WHT,24326,642217,Oshawott - 105/086,Oshawott 105 086,105/086,Illustration Rare,Water,70,Basic,Holofoil,71.04,70.0,87.27,78.5
Scarlet & Violet,SV: White Flare,WHT,24326,642218,Dewott - 106/086,Dewott 106 086,106/086,Illustration Rare,Water,100,Stage 1,Holofoil,16.23,13.93,18.0,18.0
Scarlet & Violet,SV: White Flare,WHT,24326,642219,Samurott - 107/086,Samurott 107 086,107/086,Illustration Rare,Water,160,Stage 2,Holofoil,43.65,44.31,50.2,48.5
Scarlet & Violet,SV: White Flare,WHT,24326,642220,Basculin - 108/086,Basculin 108 086,108/086,Illustration Rare,Water,90,Basic,Holofoil,6.21,4.0,6.5,7.0
Scarlet & Violet,SV: White Flare,WHT,24326,642221,Ducklett - 109/086,Ducklett 109 086,109/086,Illustration Rare,Water,70,Basic,Holofoil,20.69,16.95,25.9,23.0
Scarlet & Violet,SV: White Flare,WHT,24326,642222,Swanna - 110/086,Swanna 110 086,110/086,Illustration Rare,Water,120,Stage 1,Holofoil,11.52,10.0,12.88,13.0
Scarlet & Violet,SV: White Flare,WHT,24326,642223,Vanillite - 111/086,Vanillite 111 086,111/086,Illustration Rare,Water,60,Basic,Holofoil,13.76,12.65,16.36,15.5
Scarlet & Violet,SV: White Flare,WHT,24326,642224,Vanillish - 112/086,Vanillish 112 086,112/086,Illustration Rare,Water,90,Stage 1,Holofoil,11.39,10.75,13.98,13.0
Scarlet & Violet,SV: White Flare,WHT,24326,642225,Vanilluxe - 113/086,Vanilluxe 113 086,113/086,Illustration Rare,Water,150,Stage 2,Holofoil,34.08,32.99,44.89,37.5
Scarlet & Violet,SV: White Flare,WHT,24326,642226,Blitzle - 114/086,Blitzle 114 086,114/086,Illustration Rare,Lightning,60,Basic,Holofoil,7.95,6.3,9.07,9.0
Scarlet & Violet,SV: White Flare,WHT,24326,642227,Zebstrika - 115/086,Zebstrika 115 086,115/086,Illustration Rare,Lightning,120,Stage 1,Holofoil,25.53,26.7,39.99,28.5
Scarlet & Violet,SV: White Flare,WHT,24326,642228,Joltik - 116/086,Joltik 116 086,116/086,Illustration Rare,Lightning,40,Basic,Holofoil,26.25,25.26,30.0,29.0
Scarlet & Violet,SV: White Flare,WHT,24326,642229,Galvantula - 117/086,Galvantula 117 086,117/086,Illustration Rare,Lightning,90,Stage 1,Holofoil,16.7,15.99,19.38,18.5
Scarlet & Violet,SV: White Flare,WHT,24326,642230,Stunfisk - 118/086,Stunfisk 118 086,118/086,Illustration Rare,Lightning,110,Basic,Holofoil,4.92,3.75,5.95,5.5
Scarlet & Violet,SV: White Flare,WHT,24326,642231,Woobat - 119/086,Woobat 119 086,119/086,Illustration Rare,Psychic,60,Basic,Holofoil,11.29,8.82,12.95,12.5
Scarlet & Violet,SV: White Flare,WHT,24326,642232,Swoobat - 120/086,Swoobat 120 086,120/086,Illustration Rare,Psychic,90,Stage 1,Holofoil,10.56,9.5,11.45,12.0
Scarlet & Violet,SV: White Flare,WHT,24326,642233,Sigilyph - 121/086,Sigilyph 121 086,121/086,Illustration Rare,Psychic,120,Basic,Holofoil,8.27,5.99,9.0,9.5
Scarlet & Violet,SV: White Flare,WHT,24326,642234,Yamask - 122/086,Yamask 122 086,122/086,Illustration Rare,Psychic,70,Basic,Holofoil,6.79,6.0,8.4,7.5
Scarlet & Violet,SV: White Flare,WHT,24326,642235,Cofagrigus - 123/086,Cofagrigus 123 086,123/086,Illustration Rare,Psychic,120,Stage 1,Holofoil,19.67,16.0,21.99,22.0
Scarlet & Violet,SV: White Flare,WHT,24326,642236,Gothita - 124/086,Gothita 124 086,124/086,Illustration Rare,Psychic,70,Basic,Holofoil,19.46,16.86,24.99,21.5
Scarlet & Violet,SV: White Flare,WHT,24326,642237,Gothorita - 125/086,Gothorita 125 086,125/086,Illustration Rare,Psychic,90,Stage 1,Holofoil,15.63,15.25,19.41,17.5
Scarlet & Violet,SV: White Flare,WHT,24326,642239,Frillish - 126/086,Frillish 126 086,126/086,Illustration Rare,Psychic,80,Basic,Holofoil,13.93,11.5,15.0,15.5
Scarlet & Violet,SV: White Flare,WHT,24326,642240,Roggenrola - 127/086,Roggenrola 127 086,127/086,Illustration Rare,Fighting,80,Basic,Holofoil,7.76,6.5,8.24,9.0
Scarlet & Violet,SV: White Flare,WHT,24326,642241,Boldore - 128/086,Boldore 128 086,128/086,Illustration Rare,Fighting,110,Stage 1,Holofoil,5.39,4.25,5.99,6.0
Scarlet & Violet,SV: White Flare,WHT,24326,642242,Gigalith - 129/086,Gigalith 129 086,129/086,Illustration Rare,Fighting,170,Stage 2,Holofoil,17.14,14.99,19.56,19.0
Scarlet & Violet,SV: White Flare,WHT,24326,642243,Sawk - 130/086,Sawk 130 086,130/086,Illustration Rare,Fighting,110,Basic,Holofoil,7.84,6.81,9.0,9.0
Scarlet & Violet,SV: White Flare,WHT,24326,642244,Archen - 131/086,Archen 131 086,131/086,Illustration Rare,Fighting,80,Stage 1,Holofoil,6.63,5.5,7.83,7.5
Scarlet & Violet,SV: White Flare,WHT,24326,642245,Archeops - 132/086,Archeops 132 086,132/086,Illustration Rare,Fighting,140,Stage 2,Holofoil,8.67,6.36,10.06,10.0
Scarlet & Violet,SV: White Flare,WHT,24326,642246,Mienfoo - 133/086,Mienfoo 133 086,133/086,Illustration Rare,Fighting,60,Basic,Holofoil,9.73,8.25,11.53,11.0
Scarlet & Violet,SV: White Flare,WHT,24326,642247,Mienshao - 134/086,Mienshao 134 086,134/086,Illustration Rare,Fighting,100,Stage 1,Holofoil,7.96,6.0,9.05,9.0
Scarlet & Violet,SV: White Flare,WHT,24326,642248,Terrakion - 135/086,Terrakion 135 086,135/086,Illustration Rare,Fighting,140,Basic,Holofoil,23.45,21.67,27.0,26.0
Scarlet & Violet,SV: White Flare,WHT,24326,642249,Purrloin - 136/086,Purrloin 136 086,136/086,Illustration Rare,Darkness,60,Basic,Holofoil,16.45,13.78,18.78,18.5
Scarlet & Violet,SV: White Flare,WHT,24326,642250,Liepard - 137/086,Liepard 137 086,137/086,Illustration Rare,Darkness,110,Stage 1,Holofoil,44.66,34.99,70.0,49.5
Scarlet & Violet,SV: White Flare,WHT,24326,642251,Scraggy - 138/086,Scraggy 138 086,138/086,Illustration Rare,Darkness,70,Basic,Holofoil,16.55,11.62,19.46,18.5
Scarlet & Violet,SV: White Flare,WHT,24326,642252,Scrafty - 139/086,Scrafty 139 086,139/086,Illustration Rare,Darkness,120,Stage 1,Holofoil,19.92,19.2,21.99,22.0
Scarlet & Violet,SV: White Flare,WHT,24326,642253,Trubbish - 140/086,Trubbish 140 086,140/086,Illustration Rare,Darkness,70,Basic,Holofoil,12.68,12.13,15.53,14.0
Scarlet & Violet,SV: White Flare,WHT,24326,642254,Garbodor - 141/086,Garbodor 141 086,141/086,Illustration Rare,Darkness,140,Stage 1,Holofoil,18.28,14.99,21.59,20.5
Scarlet & Violet,SV: White Flare,WHT,24326,642255,Zorua - 142/086,Zorua 142 086,142/086,Illustration Rare,Darkness,70,Basic,Holofoil,31.67,29.35,35.79,35.0
Scarlet & Violet,SV: White Flare,WHT,24326,642256,Zoroark - 143/086,Zoroark 143 086,143/086,Illustration Rare,Darkness,120,Stage 1,Holofoil,61.51,57.99,71.98,68.0
Scarlet & Violet,SV: White Flare,WHT,24326,642593,Vullaby - 144/086,Vullaby 144 086,144/086,Illustration Rare,Darkness,70,,Holofoil,6.1,5.17,6.87,7.0
Scarlet & Violet,SV: White Flare,WHT,24326,642594,Mandibuzz - 145/086,Mandibuzz 145 086,145/086,Illustration Rare,Darkness,110,,Holofoil,6.71,5.0,7.45,7.5
Scarlet & Violet,SV: White Flare,WHT,24326,642257,Deino - 146/086,Deino 146 086,146/086,Illustration Rare,Darkness,80,Basic,Holofoil,13.84,12.0,16.39,15.5
Scarlet & Violet,SV: White Flare,WHT,24326,642258,Zweilous - 147/086,Zweilous 147 086,147/086,Illustration Rare,Darkness,110,Stage 1,Holofoil,9.6,7.0,10.58,11.0
Scarlet & Violet,SV: White Flare,WHT,24326,642259,Ferroseed - 148/086,Ferroseed 148 086,148/086,Illustration Rare,Metal,70,Basic,Holofoil,5.21,3.99,5.49,6.0
Scarlet & Violet,SV: White Flare,WHT,24326,642260,Ferrothorn - 149/086,Ferrothorn 149 086,149/086,Illustration Rare,Metal,140,Stage 1,Holofoil,12.5,11.5,14.99,14.0
Scarlet & Violet,SV: White Flare,WHT,24326,642264,Durant - 150/086,Durant 150 086,150/086,Illustration Rare,Metal,110,Basic,Holofoil,6.52,4.99,7.04,7.5
Scarlet & Violet,SV: White Flare,WHT,24326,642265,Druddigon - 151/086,Druddigon 151 086,151/086,Illustration Rare,Dragon,120,Basic,Holofoil,31.09,23.12,31.24,34.5
Scarlet & Violet,SV: White Flare,WHT,24326,642266,Patrat - 152/086,Patrat 152 086,152/086,Illustration Rare,Colorless,60,Basic,Holofoil,9.8,8.12,11.0,11.0
Scarlet & Violet,SV: White Flare,WHT,24326,642267,Watchog - 153/086,Watchog 153 086,153/086,Illustration Rare,Colorless,90,Stage 1,Holofoil,6.3,5.0,7.0,7.0
Scarlet & Violet,SV: White Flare,WHT,24326,642268,Lillipup - 154/086,Lillipup 154 086,154/086,Illustration Rare,Colorless,60,Basic,Holofoil,34.68,32.99,44.16,38.5
Scarlet & Violet,SV: White Flare,WHT,24326,642269,Herdier - 155/086,Herdier 155 086,155/086,Illustration Rare,Colorless,90,Stage 1,Holofoil,13.24,9.67,15.45,15.0
Scarlet & Violet,SV: White Flare,WHT,24326,642270,Stoutland - 156/086,Stoutland 156 086,156/086,Illustration Rare,Colorless,160,Stage 2,Holofoil,47.74,20.99,51.29,53.0
Scarlet & Violet,SV: White Flare,WHT,24326,642274,Whimsicott ex - 157/086,Whimsicott ex 157 086,157/086,Ultra Rare,Grass,230,Stage 1,Holofoil,1.23,0.9,1.42,1.5
Scarlet & Violet,SV: White Flare,WHT,24326,642275,Reshiram ex - 158/086,Reshiram ex 158 086,158/086,Ultra Rare,Fire,230,Basic,Holofoil,3.34,2.32,3.56,4.0
Scarlet & Violet,SV: White Flare,WHT,24326,642276,Keldeo ex - 159/086,Keldeo ex 159 086,159/086,Ultra Rare,Water,210,Basic,Holofoil,1.25,0.85,1.53,1.5
Scarlet & Violet,SV: White Flare,WHT,24326,642277,Jellicent ex - 160/086,Jellicent ex 160 086,160/086,Ultra Rare,Psychic,270,Stage 1,Holofoil,1.25,0.7,1.49,1.5
Scarlet & Violet,SV: White Flare,WHT,24326,642278,Hydreigon ex - 161/086,Hydreigon ex 161 086,161/086,Ultra Rare,Darkness,330,Stage 2,Holofoil,1.28,0.74,1.5,1.5
Scarlet & Violet,SV: White Flare,WHT,24326,642279,Bouffalant ex - 162/086,Bouffalant ex 162 086,162/086,Ultra Rare,Colorless,220,Basic,Holofoil,0.99,0.5,1.03,1.5
Scarlet & Violet,SV: White Flare,WHT,24326,642280,Harlequin - 163/086,Harlequin 163 086,163/086,Ultra Rare,Trainer - Supporter,,,Holofoil,1.56,0.93,1.67,2.0
Scarlet & Violet,SV: White Flare,WHT,24326,642281,Hilda - 164/086,Hilda 164 086,164/086,Ultra Rare,Trainer - Supporter,,,Holofoil,14.99,11.25,16.26,16.5
Scarlet & Violet,SV: White Flare,WHT,24326,642282,Whimsicott ex - 165/086,Whimsicott ex 165 086,165/086,Special Illustration Rare,Grass,230,Stage 1,Holofoil,24.76,23.0,29.3,27.5
Scarlet & Violet,SV: White Flare,WHT,24326,642283,Reshiram ex - 166/086,Reshiram ex 166 086,166/086,Special Illustration Rare,Fire,230,Basic,Holofoil,200.99,190.0,219.09,221.5
Scarlet & Violet,SV: White Flare,WHT,24326,642284,Keldeo ex - 167/086,Keldeo ex 167 086,167/086,Special Illustration Rare,Water,210,Basic,Holofoil,63.1,58.29,75.0,69.5
Scarlet & Violet,SV: White Flare,WHT,24326,642285,Jellicent ex - 168/086,Jellicent ex 168 086,168/086,Special Illustration Rare,Psychic,270,Stage 1,Holofoil,28.94,25.0,33.38,32.0
Scarlet & Violet,SV: White Flare,WHT,24326,642286,Hydreigon ex - 169/086,Hydreigon ex 169 086,169/086,Special Illustration Rare,Darkness,330,Stage 2,Holofoil,79.59,78.0,95.27,88.0
Scarlet & Violet,SV: White Flare,WHT,24326,642287,Bouffalant ex - 170/086,Bouffalant ex 170 086,170/086,Special Illustration Rare,Colorless,220,Basic,Holofoil,16.31,14.0,18.02,18.0
Scarlet & Violet,SV: White Flare,WHT,24326,642288,Hilda - 171/086,Hilda 171 086,171/086,Special Illustration Rare,Trainer - Supporter,,,Holofoil,64.59,63.0,74.14,71.5
Scarlet & Violet,SV: White Flare,WHT,24326,644350,Victini - 172/086,Victini 172 086,172/086,Black White Rare,Fire,80,,Holofoil,424.44,549.99,643.0,467.0
Scarlet & Violet,SV: White Flare,WHT,24326,642289,Reshiram ex - 173/086,Reshiram ex 173 086,173/086,Black White Rare,Fire,230,Basic,Holofoil,442.29,368.93,552.86,487.0
Scarlet & Violet,SV: White Flare,WHT,24326,644847,Code Card - White Flare Binder Collection,Code Card White Flare Binder Collection,,Code Card,,,,Normal,,,,
Scarlet & Violet,SV: White Flare,WHT,24326,644848,Code Card - White Flare Elite Trainer Box,Code Card White Flare Elite Trainer Box,,Code Card,,,,Normal,0.06,0.01,0.09,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,644849,Code Card - White Flare Pokemon Center Elite Trainer Box (Exclusive),Code Card White Flare Pokemon Center Elite Trainer Box Exclusive,,Code Card,,,,Normal,2.57,1.0,3.15,3.0
Scarlet & Violet,SV: White Flare,WHT,24326,644850,Code Card - White Flare Tech Sticker Collection,Code Card White Flare Tech Sticker Collection,,Code Card,,,,Normal,0.04,0.02,0.05,0.5
Scarlet & Violet,SV: White Flare,WHT,24326,646130,Code Card - White Flare Booster Pack,Code Card White Flare Booster Pack,,Code Card,,,,Normal,0.04,0.01,0.05,0.5
Scarlet & Violet,SV10: Destined Rivals,DRI,24269,632829,Ethan's Pinsir,Ethans Pinsir,001/182,Uncommon,Grass,120,Basic,Normal,0.07,0.01,0.15,0.5
Scarlet & Violet,SV10: Destined Rivals,DRI,24269,632829,Ethan's Pinsir,Ethans Pinsir,001/182,Uncommon,Grass,120,Basic,Reverse Holofoil,0.3,0.09,0.31,0.5
